X,Y,WHO,COLOR,HEADING,XCOR,YCOR,SHAPE,LABEL,LABELCOLOR,BREED,HIDDEN,SIZE,PENSIZE,PENMODE,NAME,WILNAME,POP,POPTYPE,FORMERBREE
1.310964,36.510044,1156,9.9,356,-173.172225713276845,-18.49680095113059153,circle,,9.9,newsites,false,2.5819888974716112,1,up,Cartenna,0,10000,0,wilcities
13.431685,46.093107,1157,9.9,113,-43.762676901352464,83.81888299755915739,circle,,9.9,newsites,false,2.5819888974716112,1,up,Forum Julii,0,10000,0,wilcities
9.873108,37.276147,1158,9.9,196,-81.756608449029486,-10.31733344474529979,circle,,9.9,newsites,false,2.5819888974716112,1,up,Hippo Diarr.,0,10000,0,wilcities
28.144999,37.903405,1159,9.9,172,113.327262407387508,-3.62027517827173329,circle,,9.9,newsites,false,2.3664319132398464,1,up,Nysa/Athymbra,0,8400,0,wilcities
10.707584,35.2960575,1160,9.9,341,-72.847141540717715,-31.45819534580124355,circle,,9.9,newsites,false,5.4772255750516612,1,up,Thysdrus,0,45000,0,wilcities
9.20696465,35.85385845,1161,9.9,11,-88.868834723981593,-25.50271057997238344,circle,,9.9,newsites,false,2.5819888974716112,1,up,Mactaris,0,10000,0,wilcities
7.902716,36.077735,1162,9.9,339,-102.793932854287661,-23.11244325799787092,circle,,9.9,newsites,false,2.5819888974716112,1,up,Madauros,0,10000,0,wilcities
5.858672,51.84167,1163,9.9,251,-124.617619068310830,145.19468268364400387,circle,,9.9,newsites,false,1.8257418583505538,1,up,Ulpia Noviomagus Batavorum,0,5000,0,wilcities
8.850947,39.810711,1164,9.9,129,-92.669935620172637,16.74349764566143151,circle,,9.9,newsites,false,1.8257418583505538,1,up,Atuatuca Tungrorum,0,5000,0,wilcities
16.11724,45.773624,1165,9.9,259,-15.089757125407827,80.40785234327046282,circle,,9.9,newsites,false,2.0000000000000000,1,up,Andautonia,0,6000,0,wilcities
29.784475,36.159001,1166,9.9,99,130.831489214355400,-22.24478890032800393,circle,,9.9,newsites,false,3.0000000000000000,1,up,Aphrodisias/Ninoe,0,13500,0,wilcities
27.525011,37.501842,1167,9.9,309,106.707823898011100,-7.90765104061212210,circle,,9.9,newsites,false,3.1464265445104549,1,up,Heraclea ad Latmum/Pleistarcheia,0,14850,0,wilcities
